iter	Logloss
155	0.5059130598
156	0.5057581283
157	0.5056450027
158	0.5055273161
159	0.5053977062
160	0.5052564944
161	0.5051325773
162	0.5050131573
163	0.5048892924
164	0.5047445369
165	0.5046209786
166	0.5045028844
167	0.5043566487
168	0.5042421856
169	0.5041282653
170	0.503992143
171	0.5038615006
172	0.5037578638
173	0.5036073316
174	0.5034693622
175	0.5033437061
176	0.503177686
177	0.5030600266
178	0.5029197413
179	0.5027733512
180	0.502626653
181	0.5025210637
182	0.5024000166
183	0.5022614776
184	0.5021226828
185	0.5020083268
186	0.5019011695
187	0.5017625799
188	0.5016306589
189	0.5015152626
190	0.5013927836
191	0.5012900679
192	0.5011516758
193	0.5010248885
194	0.5009002688
195	0.500808333
196	0.5006630249
197	0.5005539992
198	0.5004571473
199	0.5003376299
200	0.5002209892
201	0.5001035248
202	0.5000021429
203	0.4998927492
204	0.4997856567
205	0.4996760708
206	0.4995838898
207	0.4994626408
208	0.4993409952
209	0.4992260655
210	0.4990988318
211	0.4989953017
212	0.4988988008
213	0.4988002886
214	0.4987104012
215	0.498586366
216	0.4984796614
217	0.498369549
218	0.4982482791
219	0.4981429832
220	0.4980318537
221	0.4979142862
222	0.4977927828
223	0.4976871141
224	0.4975889758
225	0.4975026336
226	0.4974000821
227	0.4972912552
228	0.4971740883
229	0.4970860236
230	0.4969836655
231	0.4969004805
232	0.4968096151
233	0.4966986487
234	0.4966101902
235	0.4964936946
236	0.4963859436
237	0.4962792096
238	0.4961931894
239	0.4961041557
240	0.4960114024
241	0.4959112751
242	0.4958229246
243	0.4957227835
244	0.4956231107
245	0.4955179447
246	0.4954085067
247	0.4952985634
248	0.495218545
249	0.4951221822
250	0.4950239324
251	0.4949287849
252	0.4948218011
253	0.4947441178
254	0.4946461591
255	0.494569761
256	0.4944859533
257	0.4944170115
258	0.4943299448
259	0.4942533529
260	0.4941463359
261	0.4940576878
262	0.4939714611
263	0.4938698295
264	0.4937698174
265	0.4936833579
266	0.4936006751
267	0.4935045913
268	0.4934243341
269	0.4933219801
270	0.4932360658
271	0.4931374319
272	0.493054784
273	0.4929707922
274	0.4928751234
275	0.4927756906
276	0.4926629651
277	0.4925732946
278	0.4924861601
279	0.4923928493
280	0.492308715
281	0.4922312739
282	0.4921255719
283	0.492030894
284	0.4919465124
285	0.4918579575
286	0.4917733004
287	0.4916931518
288	0.4916151062
289	0.4915246922
290	0.4914527257
291	0.4913771323
292	0.4912754894
293	0.4911780294
294	0.4910833685
295	0.4909889782
296	0.4909158585
297	0.490837667
298	0.4907534508
299	0.4906751115
300	0.4906012506
301	0.4905006574
302	0.4904237684
303	0.4903330719
304	0.4902645096
305	0.4901758581
306	0.4900984896
307	0.4900128236
308	0.4899226862
309	0.4898609786
310	0.4897787318
311	0.489678311
312	0.4895987475
313	0.4895365658
314	0.4894470117
315	0.4893675351
316	0.4892805564
317	0.4891972787
318	0.4891224937
319	0.4890543967
320	0.4889864492
321	0.4889165426
322	0.4888382858
323	0.4887541173
324	0.4886718143
325	0.488600551
326	0.4885165047
327	0.4884395848
328	0.4883581973
329	0.4882939724
330	0.4882212048
331	0.4881535289
332	0.4880689625
333	0.4880090198
334	0.4879389105
335	0.4878653328
336	0.4878030939
337	0.4877460256
338	0.4876585465
339	0.487558296
340	0.4874860154
341	0.487408889
342	0.487341924
343	0.4872739785
344	0.487185958
345	0.4871199725
346	0.48703787
347	0.4869576932
348	0.4868878401
349	0.4867929216
350	0.4867204659
351	0.4866565517
352	0.4865863396
353	0.4865090097
354	0.4864242466
355	0.4863482878
356	0.4862660066
357	0.4861974406
358	0.4861073687
359	0.4860376046
360	0.4859733366
361	0.48589934
362	0.4858303843
363	0.4857515129
364	0.4856609905
365	0.4855839835
366	0.4855046248
367	0.4854381692
368	0.4853774392
369	0.4853117738
370	0.4852331667
371	0.4851561657
372	0.4850926025
373	0.4850238389
374	0.4849611383
375	0.4848901809
376	0.4848152944
377	0.4847346948
378	0.4846538172
379	0.4845389265
380	0.4844720003
381	0.4844099553
382	0.4843385854
383	0.4842645968
384	0.4841913357
385	0.4841280618
386	0.484055011
387	0.4839823807
388	0.4839130431
389	0.4838512134
390	0.4837863434
391	0.4837115922
392	0.4836465737
393	0.4835816733
394	0.4835196133
395	0.4834519523
396	0.4833832138
397	0.4833170874
398	0.4832556713
399	0.4831962326
400	0.4831386506
401	0.4830770574
402	0.4830115781
403	0.482942055
404	0.4828748714
405	0.4828205507
406	0.482754477
407	0.4826882075
408	0.4826159549
409	0.4825614979
410	0.4824964631
411	0.4824280073
412	0.4823627911
413	0.4822918602
414	0.4822196233
415	0.4821576012
416	0.4821019496
417	0.482041942
418	0.4819877606
419	0.4819098439
420	0.481854437
421	0.481799606
422	0.4817376821
423	0.481673939
424	0.4815978601
425	0.4815429527
426	0.48147238
427	0.4814160455
428	0.4813512473
429	0.4812892643
430	0.4812217396
431	0.4811547674
432	0.4810973911
433	0.4810319813
434	0.4809752162
435	0.4809196004
436	0.4808533969
437	0.4807938925
438	0.4807435613
439	0.4806759811
440	0.4806085252
441	0.4805432769
442	0.4804789186
443	0.4804106135
444	0.480347462
445	0.4802959377
446	0.4802395486
447	0.4801737716
448	0.4801136856
449	0.4800585258
450	0.4799927438
451	0.4799260419
452	0.4798676227
453	0.4798135714
454	0.4797563524
455	0.4797034948
456	0.4796531362
457	0.4796009926
458	0.4795466613
459	0.4794916756
460	0.4794313349
461	0.4793740162
462	0.4793258723
463	0.4792688092
464	0.4792069081
465	0.4791495126
466	0.4790872403
467	0.479018844
468	0.4789623111
469	0.4789059024
470	0.4788486961
471	0.4787982728
472	0.4787436643
473	0.4786875557
474	0.4786278739
475	0.4785761315
476	0.4785138467
477	0.4784557627
478	0.4784049414
479	0.4783484336
480	0.4783005441
481	0.4782455698
482	0.4781846937
483	0.4781288607
484	0.4780732861
485	0.4780157938
486	0.4779668143
487	0.4779057141
488	0.4778428535
489	0.4777909989
490	0.4777388417
491	0.4776694814
492	0.4776037385
493	0.4775524127
494	0.4774942536
495	0.4774393614
496	0.477389282
497	0.4773408517
498	0.4772891813
499	0.4772352607
500	0.4771700084
501	0.4771122395
502	0.4770570407
503	0.4770175726
504	0.4769695157
505	0.4769128974
506	0.4768677102
507	0.4768207188
508	0.4767635672
509	0.4767077105
510	0.4766433748
511	0.4765788594
512	0.4765217701
513	0.4764644633
514	0.4764131019
515	0.4763545995
516	0.4762971521
517	0.4762402796
518	0.4761904252
519	0.4761460935
520	0.4760864186
521	0.4760336764
522	0.4759843996
523	0.475929649
524	0.4758665382
525	0.4758183057
526	0.475764446
527	0.475713083
528	0.4756512317
529	0.4755954886
530	0.4755421034
531	0.4754840531
532	0.4754374857
533	0.4753751538
534	0.4753219021
535	0.4752651069
536	0.4752094999
537	0.4751611311
538	0.4751023957
539	0.4750397431
540	0.4749799803
541	0.4749296259
542	0.4748779732
543	0.4748294563
544	0.4747827937
545	0.4747333097
546	0.4746737813
547	0.4746210842
548	0.4745534012
549	0.4744955449
550	0.4744481309
551	0.4743974076
552	0.4743460117
553	0.4742919726
554	0.4742454474
555	0.4741904661
556	0.474144897
557	0.4740938816
558	0.4740452337
559	0.4739902674
560	0.4739362031
561	0.4738836122
562	0.4738289692
563	0.4737743193
564	0.4737252462
565	0.4736744704
566	0.4736304146
567	0.4735725996
568	0.4735202849
569	0.4734705333
570	0.47341525
571	0.473362984
572	0.4733164881
573	0.473270508
574	0.4732148229
575	0.4731748091
576	0.4731308302
577	0.4730757427
578	0.4730264726
579	0.4729822769
580	0.4729261852
581	0.4728850589
582	0.4728281533
583	0.4727791381
584	0.472737922
585	0.472691121
586	0.4726495483
587	0.4725967769
588	0.4725498619
589	0.4725035516
590	0.4724573004
591	0.4724022291
592	0.4723471184
593	0.4723041771
594	0.4722523973
595	0.4722114914
596	0.4721660916
597	0.4721251687
598	0.4720865826
599	0.472043092
600	0.47200287
601	0.4719581224
602	0.4719115349
603	0.4718630304
604	0.4718174732
605	0.4717749813
606	0.4717388248
607	0.4716747581
608	0.4716250485
609	0.4715794298
610	0.4715286053
611	0.4714793567
612	0.4714339613
613	0.4713844265
614	0.4713304854
615	0.4712889318
616	0.471239297
617	0.4711976801
618	0.4711521954
619	0.4711060902
620	0.4710679009
621	0.4710163914
622	0.4709750682
623	0.4709287826
624	0.4708727794
625	0.4708296677
626	0.4707881973
627	0.4707353418
628	0.4706933877
629	0.4706397125
630	0.4705805194
631	0.4705325114
632	0.4704901811
633	0.4704361806
634	0.4703926115
635	0.470339859
636	0.4702953657
637	0.4702495537
638	0.4701990346
639	0.4701559687
640	0.4701072254
641	0.4700586844
642	0.470010818
643	0.4699757335
644	0.4699267787
645	0.4698802154
646	0.4698313061
647	0.4697769251
648	0.4697148714
649	0.469671182
650	0.4696236571
651	0.4695709503
652	0.4695308497
653	0.4694927451
654	0.469446357
655	0.469398135
656	0.46934818
657	0.4693057293
658	0.4692546438
659	0.4691988337
660	0.4691519716
661	0.4691070642
662	0.4690478351
663	0.4689957995
664	0.46894536
665	0.4688961993
666	0.4688491387
667	0.4687958933
668	0.4687561952
669	0.4687069547
670	0.4686620531
671	0.4686116385
672	0.4685642184
673	0.4685121925
674	0.4684682746
675	0.4684199707
676	0.4683782734
677	0.4683316447
678	0.4682775257
679	0.4682376429
680	0.4681929324
681	0.4681437102
682	0.4681030566
683	0.4680632184
684	0.4680140025
685	0.4679641316
686	0.4679190707
687	0.4678737117
688	0.4678285618
689	0.4677856274
690	0.4677419817
691	0.4676995043
692	0.4676574105
693	0.4676040148
694	0.4675624714
695	0.4675152316
696	0.4674733123
697	0.4674360393
698	0.4673830641
699	0.4673445664
700	0.4673027856
701	0.4672491751
702	0.467209442
703	0.4671524858
704	0.4671008286
705	0.4670622707
706	0.4670158664
707	0.4669721966
708	0.4669300184
709	0.4668854272
710	0.466836429
711	0.4667994923
712	0.4667559759
713	0.4667137373
714	0.4666735455
715	0.4666277625
716	0.4665895893
717	0.4665407425
718	0.4664788177
719	0.466437038
720	0.4663893846
721	0.4663461243
722	0.4663012735
723	0.4662590221
724	0.4662146424
725	0.4661727212
726	0.466131725
727	0.4660832101
728	0.4660393381
729	0.4660009993
730	0.465951856
731	0.4659061846
732	0.4658652458
733	0.4658187314
734	0.4657775656
735	0.4657293283
736	0.4656869546
737	0.4656457648
738	0.4655969063
739	0.4655571234
740	0.4655134589
741	0.465466917
742	0.4654113933
743	0.4653780817
744	0.4653368809
745	0.465294262
746	0.4652539592
747	0.465201896
748	0.4651535393
749	0.4651089652
750	0.4650678653
751	0.4650307727
752	0.4649921506
753	0.4649502148
754	0.4649139276
755	0.4648614211
756	0.4648199215
757	0.4647769297
758	0.464742348
759	0.4646957811
760	0.4646542225
761	0.4646179268
762	0.4645756521
763	0.464530425
764	0.4644879126
765	0.4644484722
766	0.464413726
767	0.4643755421
768	0.4643327107
769	0.4642783261
770	0.4642354232
771	0.4641922445
772	0.4641509203
773	0.4641143792
774	0.4640758525
775	0.4640341678
776	0.4639933178
777	0.4639543233
778	0.4639193687
779	0.463880959
780	0.4638348267
781	0.4637870511
782	0.4637428185
783	0.463696754
784	0.463653401
785	0.4636041038
786	0.4635626213
787	0.4635176324
788	0.4634755841
789	0.4634392206
790	0.4634009111
791	0.4633577618
792	0.4633201191
793	0.4632750102
794	0.4632303185
795	0.4631929882
796	0.4631499633
797	0.4631132792
798	0.4630723661
799	0.4630346762
800	0.4629929083
801	0.462957072
802	0.4629160827
803	0.4628808248
804	0.4628401899
805	0.4628045816
806	0.4627676198
807	0.4627277662
808	0.4626840492
809	0.4626420061
810	0.4625989231
811	0.4625506147
812	0.462504314
813	0.4624633305
814	0.4624274431
815	0.4623818063
816	0.4623409969
817	0.4622954726
818	0.4622555107
819	0.4622148479
820	0.4621718613
821	0.4621267806
822	0.4620905221
823	0.4620522037
824	0.4620135072
825	0.4619784872
826	0.4619329046
827	0.4618944631
828	0.4618538986
829	0.4618154846
830	0.4617725275
831	0.4617301941
832	0.4616908242
833	0.4616483898
834	0.4616096631
835	0.4615676858
836	0.461530169
837	0.4614898968
838	0.461450926
839	0.4614111692
840	0.4613761536
841	0.4613386857
842	0.4613031235
843	0.461263927
844	0.4612224285
845	0.4611820487
846	0.4611362222
847	0.4611037763
848	0.4610630194
849	0.4610189521
850	0.4609772593
851	0.4609353809
852	0.4608949265
853	0.4608646044
854	0.4608233644
855	0.4607830308
856	0.4607450186
857	0.4607039858
858	0.4606682501
859	0.4606345763
860	0.460596342
861	0.4605506336
862	0.4605131334
863	0.4604743349
864	0.4604338567
865	0.4603938804
866	0.4603565288
867	0.4603181807
868	0.4602811586
869	0.4602363869
870	0.4601970139
871	0.4601632963
872	0.4601232437
873	0.4600799442
874	0.4600460556
875	0.4600104949
876	0.4599699207
877	0.4599341305
878	0.4598994279
879	0.4598629245
880	0.4598338136
881	0.4597956839
882	0.4597588348
883	0.4597174361
884	0.4596762154
885	0.4596406706
886	0.4596007085
887	0.4595588008
888	0.4595261906
889	0.4594855432
890	0.4594362508
891	0.4593984909
892	0.4593608697
893	0.4593199018
894	0.4592860974
895	0.4592509291
896	0.459211311
897	0.4591759038
898	0.4591365877
899	0.4590976768
900	0.4590621
901	0.4590232804
902	0.4589811273
903	0.4589426585
904	0.4589015664
905	0.4588705139
906	0.4588279144
907	0.4587902401
908	0.4587485075
909	0.4587036063
910	0.4586625173
911	0.4586189618
912	0.4585776381
913	0.4585471019
914	0.4585045086
915	0.4584698192
916	0.4584236404
917	0.4583825804
918	0.4583510619
919	0.4583066171
920	0.458271188
921	0.4582262068
922	0.4581918574
923	0.4581570538
924	0.4581180196
925	0.4580810922
926	0.4580486977
927	0.4580184081
928	0.4579855477
929	0.4579420315
930	0.457901892
931	0.4578640681
932	0.4578306661
933	0.4577952189
934	0.4577510662
935	0.4577139496
936	0.4576737628
937	0.4576377453
938	0.4576032814
939	0.4575712568
940	0.4575450556
941	0.4575013355
942	0.4574649358
943	0.457432168
944	0.4573925047
945	0.4573519234
946	0.4573106943
947	0.4572759391
948	0.4572380651
949	0.457200731
950	0.4571676246
951	0.4571307047
952	0.4570917426
953	0.4570513354
954	0.4570126503
955	0.4569768365
956	0.4569417613
957	0.456907231
958	0.456867084
959	0.4568332431
960	0.4568000819
961	0.4567640038
962	0.4567318354
963	0.4566989154
964	0.4566610723
965	0.4566219894
966	0.4565895456
967	0.4565548502
968	0.4565235284
969	0.4564852125
970	0.4564474459
971	0.45640982
972	0.4563728513
973	0.4563364431
974	0.4563012773
975	0.4562655172
976	0.4562245668
977	0.4561861513
978	0.4561463263
979	0.4561042367
980	0.456065655
981	0.4560312501
982	0.4559998259
983	0.4559667134
984	0.4559249322
985	0.4558886451
986	0.4558487492
987	0.4557975746
988	0.4557646548
989	0.4557289321
990	0.4556950387
991	0.4556610359
992	0.4556303811
993	0.4556022391
994	0.4555647919
995	0.4555295772
996	0.4554948925
997	0.4554514697
998	0.4554113419
999	0.4553719367
