,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.7659327178981552,0.000858915468936905,0.742507433378131,0.0008451768343209487,0.736737150079285,0.0008791676052880559,0.742507433378131,0.0008451768343209487,0.742507433378131,0.0008451768343209487
600,0.7693286678822726,0.0006524980515951739,0.7584587316950888,0.0007781545724849792,0.7560003157731154,0.0008230359379057806,0.7584587316950888,0.0007781545724849792,0.7584587316950887,0.0007781545724850902
400,0.7667829493298443,0.0006276710425953125,0.7638605519152699,0.0007520420029385466,0.7632236333821785,0.0007891811334356236,0.7638605519152699,0.0007520420029385466,0.7638605519152699,0.0007520420029385466
200,0.7584992179413155,0.0006962816748135037,0.7584796217507259,0.0006902422550119081,0.7584750439476542,0.0006888632345843915,0.7584796217507259,0.0006902422550119081,0.7584796217507259,0.0006902422550119081
0,0.7537038156590332,0.0005343356458779036,0.7527453014783196,0.0005091951061563238,0.7525115435214793,0.0005041385925111941,0.7527453014783196,0.0005091951061563238,0.7527453014783196,0.0005091951061562128
