,0,1,2
800,0.7966356545437459,0.7972934874541866,0.7986091532750681
600,0.7437743520243943,0.7436472979840759,0.752350499745892
400,0.679389820922089,0.6770359403461785,0.6787300583900321
200,0.5853245916268002,0.5851171725726325,0.584956053830185
0,0.5648300605079065,0.5644145628523775,0.5647587160162809
