,0,1,2
800,0.8589664333219336,0.8599697967900637,0.8597212373228181
600,0.8373804375720731,0.8343489794204486,0.837538979893095
400,0.7933550213091197,0.7931519586687554,0.791400226470069
200,0.7281876699418437,0.7294845149058286,0.7301040735016285
0,0.7058012351185041,0.7057836822726588,0.7057512455867611
