,0,1,2
800,0.8688552330753354,0.864247919102402,0.8725682314593667
600,0.8332838097232705,0.8354861845348427,0.838043764617384
400,0.7902565997082643,0.786698444417887,0.7875285020007258
200,0.717192378255802,0.7183306767681436,0.7172516793161263
0,0.6923319027584478,0.6922537992607739,0.6922550672677868
