,0,1,2
800,0.8475540759553689,0.8451977157064232,0.8410081813677367
600,0.8052253314241498,0.8006443374788554,0.8028898724643267
400,0.7553007227252044,0.7568988883421089,0.7547009334383354
200,0.711239234720091,0.7131712223368379,0.7132694222941016
0,0.6915380491740071,0.6913200991305924,0.6913915687948694
