,0,1,2
800,0.8610974498827444,0.8607972323125903,0.8599173104219726
600,0.8337581753186578,0.8304494532526668,0.8365273052538633
400,0.7887658787370455,0.7890565293935459,0.78363248122734
200,0.7057133074068245,0.7071483179149904,0.7068377765928441
0,0.6723669511148417,0.6729504043069469,0.6730402553928909
