,0,1,2
800,0.8066301255077706,0.8044600211314442,0.8068201695077057
600,0.7680818167760657,0.7685873492566623,0.7714990351234607
400,0.7191211977879638,0.7174433651738056,0.7170482075304347
200,0.5726252835673745,0.5755660261229127,0.5795078782669022
0,0.47594300584798155,0.48571241001272186,0.4807698692372611
