,0,1,2
800,0.8620941568003146,0.860566810045807,0.8598117952743626
600,0.8346993117154053,0.8359638015720653,0.8396121781417626
400,0.7949808258766775,0.7935642937936637,0.7929925748542748
200,0.7296037846006085,0.7303120911945049,0.7296604798400206
0,0.7036196113120574,0.7027859630453719,0.7034916919148999
