,0,1,2,3,4
8,0.5938088284635847,0.5938088284635847,0.5938088284635847,0.5938088284635847,0.5938088284635847
6,0.6375948984043479,0.6375948984043479,0.6375948984043479,0.6375948984043479,0.6375948984043479
4,0.6661513635562869,0.6661513635562869,0.6661513635562869,0.6661513635562869,0.6661513635562869
2,0.6816843092856225,0.6816843092856225,0.6816843092856225,0.6816843092856225,0.6816843092856225
0,0.6829685662486665,0.6829685662486665,0.6829685662486665,0.6829685662486665,0.6829685662486665
