,0,1,2,3,4
8,0.6330555515551098,0.6330555515551098,0.6330555515551098,0.6330555515551098,0.6330555515551098
6,0.6559756794448487,0.6559756794448487,0.6559756794448487,0.6559756794448487,0.6559756794448487
4,0.6712937593111197,0.6712937593111197,0.6712937593111197,0.6712937593111197,0.6712937593111197
2,0.6821508376637568,0.6821508376637568,0.6821508376637568,0.6821508376637568,0.6821508376637568
0,0.6819763634919936,0.6819763634919936,0.6819763634919936,0.6819763634919936,0.6819763634919936
