,0,1,2
800,0.8598276738538558,0.8575351197594312,0.86110783471826
600,0.8338638776049634,0.8364605471974372,0.8388861213661064
400,0.7952623664865308,0.7944549589832942,0.7924546019423753
200,0.7286813247729907,0.73062201992118,0.7281695417560066
0,0.7059127487247152,0.7060414058028807,0.7054644324367937
