,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
NormalXGBClassifier,0.36434612663355215,0.0003810584520506864,0.0014988733371516757
WeightedRandomForestClassifier,0.00021218287122257907,0.0001570522842307523,0.0001570522842307523
WeightedXGBClassifier,0.2899184539425689,0.32575135447871234,0.939742989577122
PURandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
PUXGBClassifier,0.4496917979688917,0.0001570522842307523,0.0001570522842307523
