,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.0019397281129030423,0.0001570522842307523,0.0001570522842307523
NormalXGBClassifier,0.5453496680111212,0.5967012167293555,0.22647606604348455
WeightedRandomForestClassifier,0.004071994217732751,0.0001570522842307523,0.0001570522842307523
WeightedXGBClassifier,0.4496917979688917,0.32575135447871234,0.17361733442493982
PURandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
PUXGBClassifier,0.32575135447871234,0.49629170223109464,0.17361733442493982
