,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.32575135447871234,0.0001570522842307523,0.0001570522842307523
StaticXGBClassifier,0.0001570522842307523,0.09630369202868821,0.0001570522842307523
GrowingRandomForestClassifier,0.6501474440948594,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.0001570522842307523,0.09630369202868821,0.0005065414846922935
UniformRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
UniformXGBClassifier,0.0001570522842307523,0.09630369202868821,0.0001570522842307523
