,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.15092695006671242,0.0001570522842307523,0.0001570522842307523
StaticXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.04936619475193269
GrowingRandomForestClassifier,0.15092695006671242,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.04125001659393966
UniformRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
UniformXGBClassifier,0.0001570522842307523,0.0011520450981421793,0.0001570522842307523
