,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
NormalXGBClassifier,0.40567889528505463,0.0002851180836316128,0.0005065414846922935
WeightedRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
WeightedXGBClassifier,0.32575135447871234,0.4496917979688917,0.112410584655364
PURandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
PUXGBClassifier,0.7054569861112774,0.0001570522842307523,0.0001570522842307523
