,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.40567889528505463,0.0001570522842307523,0.0001570522842307523
NormalXGBClassifier,0.7054569861112774,0.08209870865427439,0.08209870865427439
WeightedRandomForestClassifier,0.36434612663355215,0.00015526747185868903,0.00015526747185868903
WeightedXGBClassifier,0.8205958397554376,0.010165201891956268,0.006501702373081832
PURandomForestClassifier,0.019064814681934328,0.00015615798169106888,0.00015526747185868903
PUXGBClassifier,1.0,0.0002851180836316128,0.0002851180836316128
