,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.36434612663355215,0.22647606604348455,0.09630369202868821
StaticXGBClassifier,0.02334220201289096,0.939742989577122,0.015564411386633845
GrowingRandomForestClassifier,0.5453496680111212,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.005158957570721308,0.49629170223109464,0.008150971593502705
UniformRandomForestClassifier,0.4496917979688917,0.22647606604348455,0.09630369202868821
UniformXGBClassifier,0.01910992220684442,0.8205958397554376,0.015564411386633845
