,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.40567889528505463,0.0001570522842307523,0.0001570522842307523
StaticXGBClassifier,0.028365505605210242,0.0001570522842307523,0.0001570522842307523
GrowingRandomForestClassifier,0.36434612663355215,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.028365505605210242,0.0001570522842307523,0.0001570522842307523
UniformRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
UniformXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
