,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
NormalXGBClassifier,0.36434612663355215,0.0008807431907417276,0.0014988733371516757
WeightedRandomForestClassifier,0.0002851180836316128,0.0001570522842307523,0.0001570522842307523
WeightedXGBClassifier,0.3073075327247061,0.32575135447871234,0.8798291600118151
PURandomForestClassifier,0.00015615798169106888,0.00015615798169106888,0.0001570522842307523
PUXGBClassifier,0.49629170223109464,0.0001570522842307523,0.0001570522842307523
