,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.04125001659393966,0.7054569861112774,0.03429372103649282
NormalXGBClassifier,0.32575135447871234,0.8798291600118151,0.36434612663355215
WeightedRandomForestClassifier,0.028365505605210242,0.939742989577122,0.028365505605210242
WeightedXGBClassifier,0.2899184539425689,1.0,0.25683925795785484
PURandomForestClassifier,0.00021218287122257907,0.8798291600118151,0.0002851180836316128
PUXGBClassifier,0.5203660208965349,0.8798291600118151,0.5453496680111212
