,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.32575135447871234,0.00015615798169106888,0.00015615798169106888
StaticXGBClassifier,0.02334220201289096,0.0001570522842307523,0.0001570522842307523
GrowingRandomForestClassifier,0.25683925795785484,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.028365505605210242,0.0001570522842307523,0.0001570522842307523
UniformRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
UniformXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.04936619475193269
