,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.49629170223109464,0.0001570522842307523,0.0001570522842307523
StaticXGBClassifier,0.04936619475193269,0.0001570522842307523,0.0001570522842307523
GrowingRandomForestClassifier,0.40567889528505463,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.03429372103649282,0.0001570522842307523,0.0001570522842307523
UniformRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
UniformXGBClassifier,0.0002851180836316128,0.0001570522842307523,0.0001570522842307523
