precision,recall,WAF,accuracy,AUC
0.7998961865442539,0.7986686071207236,0.7984623662085265,0.7986686071207236,0.7986686071207237
0.8010520405648685,0.7996643664394293,0.7994332425287227,0.7996643664394293,0.7996643664394293
0.8006737844182206,0.7992535286785647,0.7990161880561993,0.7992535286785647,0.7992535286785647
0.800501503183974,0.799236120298867,0.7990245482315897,0.799236120298867,0.7992361202988669
0.8000525357673707,0.798776539074849,0.7985623817990936,0.798776539074849,0.798776539074849
0.8012069742484841,0.7998384502364058,0.7996108348359228,0.7998384502364058,0.7998384502364058
0.8003080024118705,0.798940177844007,0.7987109730991907,0.798940177844007,0.798940177844007
0.7999799931257913,0.7986999422041794,0.7984849699511595,0.7986999422041794,0.7986999422041795
0.7997332548331082,0.7984074814252589,0.7981843147725375,0.7984074814252589,0.7984074814252587
0.801315264632644,0.7999080837551964,0.7996741969658624,0.7999080837551964,0.7999080837551963
