precision,recall,WAF,accuracy,AUC
0.7460629354983336,0.7413532578041766,0.7401096738512429,0.7413532578041766,0.7413532578041766
0.7465345808150917,0.7417223154537669,0.7404557631748984,0.7417223154537669,0.7417223154537667
0.7461845709970694,0.7412105090906559,0.739896687949303,0.7412105090906559,0.7412105090906558
0.747318645310179,0.7424534674010682,0.7411806131427404,0.7424534674010682,0.7424534674010681
0.747130549869724,0.7422201951131197,0.7409333152347666,0.7422201951131197,0.7422201951131197
0.7463038059529449,0.7415099332214555,0.7402460190062814,0.7415099332214555,0.7415099332214555
0.7460744596173409,0.7411269488681071,0.7398191663852611,0.7411269488681071,0.7411269488681071
0.7450266172808826,0.7402809016148013,0.7390172122674312,0.7402809016148013,0.7402809016148013
0.7469686453492269,0.7422201951131197,0.7409751314975961,0.7422201951131197,0.7422201951131198
0.7463254832838122,0.7413845928876324,0.7400812053338638,0.7413845928876324,0.7413845928876324
