precision,recall,WAF,accuracy,AUC
0.7750242897936516,0.7606741221063184,0.757510985107902,0.7606741221063184,0.7606741221063182
0.7762169542779642,0.7620054506155437,0.7589043266698011,0.7620054506155437,0.7620054506155436
0.7757989965247588,0.7609992951679849,0.7577488113911489,0.7609992951679849,0.7609974809125546
0.7764355236682781,0.762252329861383,0.7591625482058068,0.762252329861383,0.7622505558399687
0.7780831270628199,0.7637403085597932,0.7606534979344003,0.7637403085597932,0.7637385298775216
0.7788744058461786,0.7651186467225312,0.7621854641924107,0.7651186467225312,0.7651169072929963
0.778586136955744,0.7645861069778369,0.7615914488268531,0.7645861069778369,0.76458786248361
0.7763503762127015,0.7622053410603806,0.759123611614798,0.7622053410603806,0.762207112757184
0.7758035044962811,0.7619703970553685,0.7589484614584107,0.7619703970553685,0.7619721508432072
0.7786199182505918,0.763896937896468,0.7607367149408831,0.763896937896468,0.7638987380516754
