PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
0.8523167390673065,0.005195204277374965,0.8442321666539097,0.006514941425607823,0.8433346042081395,0.006709904488820029,0.8442321666539097,0.006514941425607823,0.8442380516747552,0.0065089050727351605
0.8207744902671346,0.004388171966454468,0.8069457189242606,0.004394014258487955,0.8049188165728646,0.00451071048614915,0.8069457189242606,0.004394014258487955,0.8069456631552648,0.004378975956858544
0.7717903577753739,0.0011427134313498621,0.7586780525673728,0.0020378174559165796,0.7557319001076689,0.0023905247479035774,0.7586780525673728,0.0020378174559165796,0.7586780525673728,0.0020378174559164686
0.7144192022404249,0.0009765189787781514,0.7139075083055315,0.0009708403621715433,0.71373668311367,0.0009701345928594396,0.7139075083055315,0.0009708403621715433,0.7139074247884443,0.0009708372332480897
0.6941295329212617,0.0014454442372988652,0.6925037916776926,0.0014021788167218885,0.6918587409931198,0.0013936828972473947,0.6925037916776926,0.0014021788167218885,0.6925038783295613,0.001402047398872397
