,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.8641909143729711,0.041865776233861896,0.8491581173153732,0.05533322891377557,0.8475750777658965,0.05730612578602312,0.8491581173153732,0.05533322891377557,0.8491580109289001,0.05533327032636437
600,0.9405151265858566,0.0007699035326409476,0.9403051115583714,0.0008105510214749811,0.9402979964944157,0.0008120489679460663,0.9403051115583714,0.0008105510214749811,0.9403051139159504,0.0008106788044761615
400,0.8902749186677626,0.0007286485395728848,0.8900308299294976,0.0006943864338818662,0.8900136339956726,0.0006921213752580924,0.8900308299294976,0.0006943864338818662,0.8900308576363767,0.0006943864338819772
200,0.8403194624735605,0.00163009607141118,0.8385529855392531,0.001602507625861005,0.8383432125624972,0.0016012604270454478,0.8385529855392531,0.001602507625861005,0.8385529861424252,0.0016027906050971596
0,0.8035879182800404,0.0008675207293218357,0.8006365396302306,0.0009366404992074973,0.8001520265591109,0.0009524089736512309,0.8006365396302306,0.0009366404992074973,0.8006365396302306,0.0009366404992076083
