,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.8591781101967995,0.042934069794441365,0.8409507400736158,0.058939619390711906,0.8388963257855284,0.061490641498351595,0.8409507400736158,0.058939619390711906,0.8409506393276616,0.05893970024057982
600,0.9425222491727341,0.0007808437154549486,0.942470270062894,0.0007697762558247501,0.9424685818724351,0.0007696261366647583,0.942470270062894,0.0007697762558247501,0.9424702923549152,0.000769748976280904
400,0.893167909800169,0.0006554788348961393,0.8922236347960029,0.0006916354070919395,0.8921568347511433,0.0006997092519739345,0.8922236347960029,0.0006916354070919395,0.8922235687196631,0.0006916659155575822
200,0.8444312031558575,0.0009321459227720208,0.8409882509677735,0.0008942318856521858,0.8405898994793654,0.0008932465495001818,0.8409882509677735,0.0008942318856521858,0.840988350016753,0.0008940863176016833
0,0.8063940758133779,0.0004688472684841738,0.801617036206324,0.0006390456917670928,0.8008407549553367,0.000670552754958309,0.801617036206324,0.0006390456917670928,0.8016170362063241,0.0006390456917669818
