PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
0.8727293087266483,0.03583827026445219,0.8718928655337145,0.03297439110345368,0.8718240120725125,0.03277317617363151,0.8718928655337145,0.03297439110345368,0.8718925166465938,0.03297363826280464
0.8469188411666868,0.0007957723787164195,0.8430266942757454,0.0009289482387021541,0.8425807668509486,0.0009524893972557846,0.8430266942757454,0.0009289482387021541,0.8430264817286491,0.0009292554993718394
0.8091062590232643,0.0010689347954573325,0.8024595968475448,0.0011013501654458802,0.801429583077649,0.0011350425029760247,0.8024595968475448,0.0011013501654458802,0.8024597850791876,0.0011011626520549544
0.7677319130742968,0.0009966097891521697,0.7562284514509571,0.0008878890755381619,0.7535858365074504,0.0008791400589015508,0.7562284514509571,0.0008878890755381619,0.7562282504814473,0.0008884994800683055
0.735303968371833,0.0011825294662765051,0.7161478075094134,0.0011104985182910365,0.7103678323469884,0.0010765464164637084,0.7161478075094134,0.0011104985182910365,0.7161478075094134,0.0011104985182910365
