,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.8328806471458664,0.0047221007955357,0.8063429913860611,0.005004858710990434,0.8025358238775596,0.005305761321511726,0.8063429913860611,0.005004858710990434,0.8063420668018308,0.005010593544619524
600,0.796529433494527,0.004406338630239648,0.7672760640926096,0.005346933013340882,0.7613876323334081,0.005487958156145334,0.7672760640926096,0.005346933013340882,0.7672649769495248,0.005341383820127943
400,0.7527263323677058,0.0011583710183727947,0.7289564156593102,0.0011020849506488961,0.7225755778731386,0.0012446554549152555,0.7289564156593102,0.0011020849506488961,0.7289564156593102,0.001102084950648785
200,0.6974688145684911,0.001648082013519847,0.6949289083209971,0.0019282939871825278,0.6939447234350766,0.0019659378662705285,0.6949289083209971,0.0019282939871825278,0.6949289137111181,0.0019284749315251482
0,0.6790834839788507,0.0022634422819051148,0.6787495032653276,0.002270928522694393,0.6785996462350732,0.002277301974954793,0.6787495032653276,0.002270928522694393,0.6787495032653276,0.0022708038754263304
