,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.8461656218104332,0.03663553494119842,0.846056856449213,0.03642415224371531,0.8460438659437699,0.03642366130306507,0.846056856449213,0.03642415224371531,0.8460567368142945,0.036423992053799426
600,0.8244028254420774,0.0010288677076754071,0.8243895859800561,0.0010485463927394356,0.8243877926843552,0.0010512502043421579,0.8243895859800561,0.0010485463927394356,0.8243895859800561,0.0010485328770912794
400,0.8026879455548934,0.0007321004558080713,0.8026764037904299,0.0007191936205015459,0.8026745218954512,0.0007171000200947297,0.8026764037904299,0.0007191936205015459,0.8026764037904299,0.0007191887885247272
200,0.7835044714198366,0.0009051439997973532,0.7835031073967791,0.0009048141145407973,0.7835028456599191,0.0009047520765820272,0.7835031073967791,0.0009048141145407973,0.7835031028058113,0.0009048141145407973
0,0.7729191062132666,0.00048697323517743474,0.7729187876889341,0.00048786496954045244,0.7729187218237545,0.0004880521176164887,0.7729187876889341,0.00048786496954045244,0.7729187888548645,0.0004878692067198376
