,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.7795010508013254,0.030203035891386287,0.7786435899443966,0.031380687602788004,0.778473292891249,0.03163078003701858,0.7786435899443966,0.031380687602788004,0.7786436079216623,0.03138114809018744
600,0.7695338965314358,0.0008303854727671478,0.7691518521419062,0.0007816398170598093,0.7690700071291617,0.0007717446043069565,0.7691518521419062,0.0007816398170598093,0.7691518521419062,0.0007816023403405259
400,0.7478445611398062,0.0015252418511008115,0.7471506513169917,0.0014931820605146306,0.7469735899297928,0.001489410451794182,0.7471506513169917,0.0014931820605146306,0.7471507892795544,0.0014930492224415337
200,0.723088479987418,0.0013120988203627615,0.7228709261847983,0.0012843555315391608,0.7228033465559667,0.0012765018001822392,0.7228709261847983,0.0012843555315391608,0.7228709259888886,0.001284351008368656
0,0.7018511587708977,0.0013664547164289331,0.7018460275792071,0.001360321527695163,0.7018441334427896,0.001358083552051803,0.7018460275792071,0.001360321527695163,0.7018460275792072,0.001360321527695052
