,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.8637714103863867,0.0030870515929856124,0.8553527637614003,0.0029369564769402556,0.8545101633902055,0.003098660935461406,0.8553527637614003,0.0029369564769402556,0.8553466542962479,0.002937030075187974
600,0.8286470851619069,0.0016010727285892257,0.815063174984118,0.0033528622855933943,0.8131321198883138,0.0036602580349768266,0.815063174984118,0.0033528622855933943,0.8150632637470381,0.003338034487901931
400,0.7753593930836096,0.0011043589278518784,0.7621437285128092,0.0013932017300655186,0.7593232160893474,0.0014647730364200084,0.7621437285128092,0.0013932017300655186,0.7621437285128091,0.0013932017300654076
200,0.7155806161750795,0.0016573134195162487,0.7149437625289758,0.001669217838317083,0.7147330069199695,0.0016753725838458688,0.7149437625289758,0.001669217838317083,0.7149436733702923,0.0016692569775946797
0,0.6953931707863014,0.0016971054434884447,0.6939420863606032,0.0016656789174780418,0.6933728056952013,0.0016619295516284716,0.6939420863606032,0.0016656789174780418,0.6939420863606032,0.0016655953387028077
