precision,recall,WAF,accuracy,AUC
0.7632185246196158,0.7080631519594023,0.691924449507244,0.7080631519594023,0.7080631519594023
0.7637244694622911,0.7082511042195282,0.6920574919450047,0.7082511042195282,0.7082511042195282
0.7605674758200203,0.7046440598324066,0.6878964235105631,0.7046440598324066,0.7046404316116813
0.7645824729299763,0.7094212546009868,0.6934415954665103,0.7094212546009868,0.709417678636189
0.767040775723508,0.7111911661054116,0.6952559107133628,0.7111911661054116,0.7111875844985158
0.7655624307764501,0.70896702952463,0.6925868815859955,0.70896702952463,0.7089634140619948
0.7650058686215329,0.7084344897799357,0.6919986071559655,0.7084344897799357,0.7084381080435734
0.7632104449256835,0.7069308481478581,0.6903817901564195,0.7069308481478581,0.7069344693550568
0.7626886927867077,0.7069308481478581,0.6905094273827651,0.7069308481478581,0.7069344561073723
0.7663465184291756,0.7101730754170256,0.6940427268504141,0.7101730754170256,0.7101766718469431
