precision,recall,WAF,accuracy,AUC
0.933355735007547,0.9330889953951697,0.9330786975262136,0.9330889953951697,0.9330889953951695
0.906298826428691,0.9029226576449582,0.9027205700721804,0.9029226576449582,0.9029226576449583
0.8960085966997803,0.8902811496593311,0.8898831132356674,0.8902811496593311,0.8902820914446525
0.8818941132893567,0.8724723940794111,0.8716811358787602,0.8724723940794111,0.8724736241201656
0.8678575894166222,0.8546793014331584,0.853366288640875,0.8546793014331584,0.8546807836662087
0.8493749852757316,0.8288354608818231,0.8262826753335586,0.8288354608818231,0.8288373596746131
0.854331842626055,0.835476544756833,0.8332579464409938,0.835476544756833,0.8354747381248261
0.86052423932932,0.8436369331975879,0.8417838668909179,0.8436369331975879,0.8436352381915915
0.845152920434391,0.8238703109092333,0.8211122737977573,0.8238703109092333,0.8238683661550016
0.8376957104166588,0.8103688620878691,0.8064528029233288,0.8103688620878691,0.8103666342224003
