,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.8594218215656955,0.02719631936595701,0.8475918239486255,0.019177039827560804,0.8463320839419984,0.018388019044881188,0.8475918239486255,0.019177039827560804,0.8475904075129657,0.019175441182191166
600,0.8341219023748871,0.0005871440491195257,0.8151898534504716,0.0007283216316890107,0.8125344112296622,0.0007667092322972691,0.8151898534504716,0.0007283216316890107,0.8151903184557812,0.0007297289001712004
400,0.8009027278885528,0.0016635872745112135,0.7844707633383037,0.0014295173807372663,0.7814874629318584,0.00140189299361837,0.7844707633383037,0.0014295173807372663,0.7844704572620593,0.0014296695602160625
200,0.7701556459783863,0.001707907302159306,0.7611372811603057,0.0016947615943287975,0.7591271502556984,0.001720066202324566,0.7611372811603057,0.0016947615943287975,0.7611372768787785,0.0016948529810441038
0,0.7463880965110776,0.0009162588726358001,0.7428859178137119,0.0008567597877365829,0.7419690000609207,0.0008484010590269486,0.7428859178137119,0.0008567597877365829,0.7428859178137118,0.0008567597877366939
