,0,1,2,3,4,5,6,7,8,9
800,0.80998099809981,0.8699869986998701,0.8348968105065666,0.7999199679871949,0.8244690187818151,0.8496240601503761,0.7845637415766927,0.8199819981998201,0.8847666524712543,0.8549963749093726
600,0.78,0.8195488721804511,0.8399839983998402,0.7898108297467721,0.7749493636068115,0.759903961584634,0.7249381110749918,0.759903961584634,0.7745434504872367,0.8299829982998298
400,0.7448405253283302,0.72,0.7498999599839936,0.7648530331457161,0.7593984962406016,0.6949923748093702,0.7498999599839936,0.68,0.7546995068959476,0.7448405253283302
200,0.7044014128610436,0.6747967479674796,0.689875950380152,0.6499649964996499,0.6496847162446201,0.6946259167480164,0.6090225563909775,0.6897207486738065,0.5699569956995699,0.683218101822753
0,0.6449911247781195,0.6447779862414009,0.6396757081373236,0.6090225563909775,0.6549913747843696,0.5989974937343359,0.6334513318771811,0.7049926248156204,0.6049111049986248,0.6746013866987058
