precision,recall,WAF,accuracy,AUC
0.8548029462177921,0.7988301650302904,0.7905703990436519,0.7988301650302904,0.7988301650302904
0.8474181503794102,0.7934336049021656,0.7850848045218676,0.7934336049021656,0.7934336049021656
0.8435490331500134,0.7919887194485064,0.7838798154513209,0.7919887194485064,0.7919887194485065
0.8412017510987724,0.7912923891093935,0.7833705073096665,0.7912923891093935,0.7912923891093935
0.8387075360597733,0.787828145672307,0.7795493248857976,0.787828145672307,0.787828145672307
0.8369948950586373,0.788211127358819,0.7802586239219611,0.788211127358819,0.788211127358819
0.827489241296136,0.78298487196003,0.7753518066445573,0.78298487196003,0.7829816631160025
0.8223756630663991,0.7787894086311649,0.771049792685238,0.7787894086311649,0.7787862079684325
0.8212619503849758,0.7798165137614679,0.7724793920856875,0.7798165137614679,0.7798196400412187
0.8245297546112251,0.7818881325836046,0.7744809894488481,0.7818881325836046,0.7818912876544948
