precision,recall,WAF,accuracy,AUC
0.9442877654986981,0.9409163707262725,0.9408040714128064,0.9409163707262725,0.9409163707262725
0.9300060152028579,0.9280864842281178,0.9280061397446308,0.9280864842281178,0.9280864842281177
0.9226436358015971,0.921419121231112,0.9213621623833996,0.921419121231112,0.921419121231112
0.914148693042353,0.9136202214330479,0.9135926565580333,0.9136202214330479,0.913620221433048
0.9090059909959557,0.9084499686651347,0.9084188437127507,0.9084499686651347,0.9084499686651348
0.8944252354461065,0.8944189123320103,0.8944184891821461,0.8944189123320103,0.8944189123320103
0.8933901985752769,0.8933899691868461,0.8933899528384772,0.8933899691868461,0.8933899624872608
0.896851755191191,0.8968368643698971,0.896835890411592,0.8968368643698971,0.896836811000422
0.891477621251085,0.8914750274184844,0.8914748448822102,0.8914750274184844,0.8914750049593019
0.891520800031773,0.8915098445415456,0.8915090799064898,0.8915098445415456,0.8915097984438484
