precision,recall,WAF,accuracy,AUC
0.9256236205656788,0.916823340992967,0.9163911627095299,0.916823340992967,0.9168233409929669
0.9128993755340606,0.9068310006266973,0.9064874124102472,0.9068310006266973,0.9068310006266974
0.9046576949092963,0.8992932247058004,0.8989583522224436,0.8992932247058004,0.8992932247058004
0.8975149710024961,0.8940359306454982,0.8938035735770572,0.8940359306454982,0.8940359306454981
0.890077697914983,0.886724462084813,0.8864804993698394,0.886724462084813,0.886724462084813
0.8789396799005581,0.8770280621126663,0.8768727787002296,0.8770280621126663,0.8770280621126663
0.8709671472487687,0.8699928624897725,0.869907377632177,0.8699928624897725,0.8699924163489752
0.8747422097649346,0.8733527148651707,0.8732351296335921,0.8733527148651707,0.8733521847783217
0.8674567052095067,0.8667026443604965,0.8666342861877534,0.8667026443604965,0.8667030385985766
0.8677336276574663,0.866998589906516,0.866932155905985,0.866998589906516,0.8669989789926997
