precision,recall,WAF,accuracy,AUC
0.7288899096001794,0.7282530806912025,0.7280639768969347,0.7282530806912025,0.7282531839537679
0.7288591071906257,0.7283274793347978,0.7281696582112696,0.7283274793347978,0.7283275736889796
0.7273243396820062,0.7267259506384578,0.7265460403890044,0.7267259506384578,0.7267260510797556
0.7283406350676087,0.7277401216222037,0.7275610433027474,0.7277401216222037,0.7277402220175185
0.7276380936426668,0.727011798058587,0.7268238573900181,0.727011798058587,0.7270116953549848
0.7291919592144515,0.7285545909836676,0.728365696965953,0.7285545909836676,0.7285544877281063
0.7283392006624279,0.7276892172871122,0.7274952459853767,0.7276892172871122,0.7276891128202428
0.7293138887945947,0.7287425454516977,0.7285734361590395,0.7287425454516977,0.7287424477159646
0.7294809801011253,0.7288197979481557,0.7286243255907183,0.7288197979481557,0.7288197979481558
0.7279880176995802,0.7274414597854179,0.7272780100090879,0.7274414597854179,0.7274414597854179
