precision,recall,WAF,accuracy,AUC
0.8472642938280954,0.8438735177865613,0.8434914706101148,0.8438735177865613,0.8438735177865612
0.8416973144719404,0.8390033879164314,0.8386854386949387,0.8390033879164314,0.8390033879164314
0.8486525886252622,0.8456977482882756,0.8453707367515944,0.8456977482882756,0.845700996086334
0.847645674023523,0.8447801228206395,0.8444602109689695,0.8447801228206395,0.8447833257719451
0.8431586957161218,0.8400508223335922,0.8396885106278813,0.8400508223335922,0.8400541797177343
0.848543954414121,0.8456977482882756,0.8453826966399035,0.8456977482882756,0.8457009362967598
0.8460788526722037,0.8435801510552693,0.8432967265552835,0.8435801510552693,0.8435771508322748
0.8486131867529038,0.8454859885649749,0.8451380663679036,0.8454859885649749,0.8454826445614247
0.8481052171534827,0.8449918825439401,0.8446438888865925,0.8449918825439401,0.8449885435203924
0.8466133257462676,0.843933083927437,0.8436302035976576,0.843933083927437,0.8439299790744462
