precision,recall,WAF,accuracy,AUC
0.7943611215530002,0.7942774758788954,0.7942628603093808,0.7942774758788954,0.7942774758788954
0.792567846222741,0.7925307752023955,0.7925242029324129,0.7925307752023955,0.7925307752023955
0.7932761863112838,0.7932516357990462,0.7932473089181831,0.7932516357990462,0.7932516357990463
0.7925462118482051,0.7925307752023955,0.7925280383089934,0.7925307752023955,0.7925307752023953
0.7923178345596947,0.792225795719197,0.7922094395479433,0.792225795719197,0.792225795719197
0.7896271484137727,0.7895918820006654,0.7895854767262099,0.7895918820006654,0.7895918820006653
0.792461441790028,0.7924198735721415,0.7924124973497514,0.7924198735721415,0.7924198735721415
0.7917875629158093,0.7916712875679273,0.7916505311083866,0.7916712875679273,0.7916712875679273
0.7911304330476442,0.7910890540090939,0.7910816304969116,0.7910890540090939,0.7910890540090939
0.7914224243714216,0.7913940334922923,0.7913889526795835,0.7913940334922923,0.7913940334922922
