precision,recall,WAF,accuracy,AUC
0.8045877603528381,0.7772489166565149,0.7721358228843457,0.7772489166565149,0.7772489166565149
0.8034738749876479,0.7756304275943684,0.7703631862684427,0.7756304275943684,0.7756304275943684
0.8051488016650544,0.7771773653205245,0.7719509522362971,0.7771773653205245,0.7771760480313187
0.8046207730960653,0.7762723958197371,0.7709429191868828,0.7762723958197371,0.776271068535639
0.8011598536476598,0.7737315199136798,0.7684591891599699,0.7737315199136798,0.7737302068644413
0.8044661619662448,0.7761418713725081,0.770811154024927,0.7761418713725081,0.7761405443155551
0.8041378555262212,0.7764725333054882,0.7712714589618604,0.7764725333054882,0.7764738454877668
0.8028332393973454,0.7742275128131499,0.7687673371774867,0.7742275128131499,0.7742288499823179
0.8026814231491404,0.773801132952202,0.7682740158199679,0.773801132952202,0.7738024768602718
0.802772737587249,0.7745407714864995,0.7691600171904114,0.7745407714864995,0.774542100023798
