precision,recall,WAF,accuracy,AUC
0.6784450426216899,0.6784450083012248,0.6784449928399977,0.6784450083012248,0.6784450083012249
0.6772245456965386,0.6772233186104063,0.677222759890572,0.6772233186104063,0.6772233186104062
0.6763118137404918,0.6763098128279427,0.676308878009503,0.6763098128279427,0.6763097862531635
0.6758399300755389,0.6758399248179184,0.6758399214778524,0.6758399248179184,0.675839923266428
0.6768110270821791,0.6768110267053019,0.6768110262295791,0.6768110267053019,0.6768110261353597
0.6768737998940838,0.6768736784399718,0.6768736269133137,0.6768736784399718,0.6768736847392147
0.6745400931149047,0.6745399013235179,0.674539817007906,0.6745399013235179,0.6745399093394808
0.6774706656732963,0.6774688699193359,0.677468038622012,0.6774688699193359,0.677468844816806
0.6776900934383779,0.6776881509906806,0.6776872541540223,0.6776881509906806,0.6776881249068945
0.6794491952640433,0.6794423995614378,0.679439393851758,0.6794423995614378,0.6794424475669846
