precision,recall,WAF,accuracy,AUC
0.8477357537628327,0.8437787152284688,0.8433330195587252,0.8437787152284688,0.8437787152284688
0.8486399517428338,0.8451570461949712,0.8447693585104851,0.8451570461949712,0.8451570461949712
0.8474702023042179,0.8437987835121519,0.8433851309933748,0.8437987835121519,0.843799051841652
0.8499794335163189,0.8461534445401624,0.845731879259867,0.8461534445401624,0.8461537174764319
0.846976464148514,0.8434803038609131,0.8430850823885692,0.8434803038609131,0.8434805658936656
0.8485377119907347,0.8450309342939932,0.8446401993964509,0.8450309342939932,0.8450311961359779
0.8475577107611139,0.844101600229723,0.8437130216717845,0.844101600229723,0.8441013399057468
0.8478849372538743,0.8442843344558436,0.8438803250841511,0.8442843344558436,0.8442840688709605
0.8471414528453173,0.8435011877724697,0.843089780764043,0.8435011877724697,0.8435009204430144
0.8479359703914426,0.8444200798809617,0.8440260010716709,0.8444200798809617,0.8444198174580811
