precision,recall,WAF,accuracy,AUC
0.8691048823915346,0.8690912508222911,0.8690900421494719,0.8690912508222911,0.8690912508222911
0.8667773333534332,0.866741847570717,0.8667386243043151,0.866741847570717,0.866741847570717
0.8669399185021227,0.8669277155611246,0.8669266162862274,0.8669277155611246,0.8669277606687367
0.869203715587973,0.8691831780092412,0.8691813677486403,0.8691831780092412,0.8691832363650911
0.8678539705835029,0.8678361657138381,0.8678345749368533,0.8678361657138381,0.8678362201441178
0.8675775208122855,0.8675542329078236,0.8675521448363607,0.8675542329078236,0.8675542951885138
0.8704930891738636,0.8704832015036417,0.8704823312070429,0.8704832015036417,0.8704831609928316
0.867788227621976,0.8677735139791682,0.8677721837806128,0.8677735139791682,0.8677734643905762
0.868849794092397,0.8688385934685566,0.86883759106741,0.8688385934685566,0.8688385502587407
0.8688418967271526,0.8688229305348892,0.8688212355216434,0.8688229305348892,0.8688228743227123
