precision,recall,WAF,accuracy,AUC
0.7665339944434133,0.7470226607819116,0.7423063372545103,0.7470226607819116,0.7470219040222524
0.7652967080868621,0.7453221232106597,0.7404366793838403,0.7453221232106597,0.7453228906561
0.7674700818215522,0.749269995412998,0.7449309315309073,0.749269995412998,0.7492699954129982
0.7672707671238419,0.7479050826219751,0.7432543159404764,0.7479050826219751,0.7479050826219751
0.7685861164804939,0.7505398118210398,0.7462779142608835,0.7505398118210398,0.7505398118210398
0.7663005984112438,0.7460702818209279,0.7411542857830897,0.7460702818209279,0.7460702818209279
0.767404304092625,0.7479386460512626,0.7432664250918273,0.7479386460512626,0.7479386460512626
0.7661014947762939,0.7471778749874137,0.7426017004347569,0.7471778749874137,0.7471778749874137
0.7673868859316257,0.7497622590425472,0.7455696069505093,0.7497622590425472,0.7497622590425472
0.7691658086606724,0.7537339315082286,0.7501528577970561,0.7537339315082286,0.7537339315082286
