,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
0,0.6932288392040715,0.0009093727754273528,0.6930074617982245,0.0009092304511537641,0.6929195106957714,0.0009118286723089897,0.6930074617982245,0.0009092304511537641,0.6930074617982245,0.0009092304511537641
