,0,1,2
800,0.8640490847931237,0.8593053994095918,0.8637388999602955
600,0.8357457377203225,0.8352422873666803,0.8369566438688654
400,0.7951505718362007,0.7931605328179244,0.791040513211774
200,0.7280594297574785,0.7305687301093202,0.7287834606686519
0,0.7054227062743574,0.7052723059539708,0.7058964479910005
