,0,1,2
800,0.8661771292155467,0.8658939731906591,0.8672573209337322
600,0.8357607109978413,0.8348084349508551,0.8371964118135748
400,0.7887508023504719,0.7875200608528259,0.7870954470965643
200,0.7171289921722691,0.7177879023703831,0.7190871641313927
0,0.6922995180913607,0.6921113235232027,0.6929629185365618
