,0,1,2
800,0.8015915244221082,0.8038965170701339,0.8030138001002469
600,0.7814989671853028,0.7844875383578981,0.782889015799153
400,0.7485850512127801,0.7470110883716946,0.7463237622304785
200,0.6854664594982889,0.6855939366005875,0.6857870302952521
0,0.6620247970055844,0.662146991830193,0.6608060267919441
