,0,1,2
800,0.8023631087956052,0.8053681723144769,0.8047111841363855
600,0.7689912600147707,0.7703806184001617,0.771898520597789
400,0.7330583810117226,0.7315469635948662,0.7296668212725221
200,0.6733817258607352,0.6738914480855862,0.6733295858109345
0,0.6513529893643802,0.6519174553555019,0.6522186054840753
