,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.890023195688024,0.04146737720031479,0.8879158683181688,0.046110678775063585,0.887755748908537,0.0465263383275587,0.8879158683181688,0.046110678775063585,0.8879162640934918,0.04611044603615522
600,0.8843418107620338,0.01022235298208185,0.8614476707750156,0.007562008320948221,0.8593535789827647,0.007510767851759637,0.8614476707750156,0.007562008320948221,0.8614476707750157,0.007564033321873609
400,0.8167921962896522,0.012785577490891376,0.7340366269758374,0.005275014917680121,0.7157565601417614,0.004066810783033503,0.7340366269758374,0.005275014917680121,0.7340366269758374,0.005277189515906389
200,0.7689899823542181,0.007206203042246839,0.5916335131213102,0.0017556617946127284,0.5113803188306398,0.0012029561103243935,0.5916335131213102,0.0017556617946127284,0.5916370286838422,0.0017574188802006452
0,0.7616298280581053,0.008009760448546843,0.5643545399481653,0.0014679911793905598,0.46341319873874925,0.002065293145618763,0.5643545399481653,0.0014679911793905598,0.5643507687797518,0.0014623418983613634
