,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.869815984695236,0.028510530227382036,0.8613693336118655,0.02184125727087305,0.8605790499367787,0.021399146667441693,0.8613693336118655,0.02184125727087305,0.8613693336118654,0.021842311654917013
600,0.867030042015724,0.01971744107603124,0.8444398022421837,0.013524701043231002,0.8420101138685301,0.013297836110266026,0.8444398022421837,0.013524701043231002,0.8444398022421837,0.013526683395081118
400,0.8492440349713822,0.02310858260147297,0.8181446278114337,0.015736011267709293,0.8140040023836999,0.015342171924454195,0.8181446278114337,0.015736011267709293,0.8181446278114337,0.015738428818900974
200,0.8472136007727571,0.023037215356237928,0.8252733096581018,0.01618849014474255,0.8224707705184572,0.01575969430410129,0.8252733096581018,0.01618849014474255,0.8252733096581019,0.016190548494057322
0,0.8535586214902939,0.027861455587733785,0.8398440220040386,0.02118445273675129,0.8382799983758913,0.02073843535312414,0.8398440220040386,0.02118445273675129,0.8398440220040387,0.02118593981809458
