,PRECISION(MEDIAN),PRECISION(IQR),RECALL(MEDIAN),RECALL(IQR),WAF(MEDIAN),WAF(IQR),ACCURACY(MEDIAN),ACCURACY(IQR),ROC AUC(MEDIAN),ROC AUC(IQR)
800,0.9003249760066835,0.031563659216982565,0.8974818230270363,0.035436491035833906,0.8972958512177389,0.035734516928816906,0.8974818230270363,0.035436491035833906,0.8974822400184514,0.0354369929343914
600,0.9047505301566134,0.02809128326303223,0.9043755526310643,0.028995295994780013,0.9043519563042102,0.029057350972510165,0.9043755526310643,0.028995295994780013,0.9043757346020204,0.028995514380138143
400,0.9023172013914849,0.02607724073042561,0.9017991235576599,0.02469547569765962,0.9017683874467071,0.02462972404827024,0.9017991235576599,0.02469547569765962,0.9017990186840867,0.024695447545662996
200,0.8933051204816611,0.019908468836964843,0.8878114716500047,0.01696154502761893,0.8874210988954345,0.016841984804469412,0.8878114716500047,0.01696154502761893,0.8878110041654936,0.0169622510282339
0,0.8907267498233262,0.01648938198345351,0.8811886358888656,0.01299308426194834,0.8804604166750001,0.012804658483636544,0.8811886358888656,0.01299308426194834,0.8811886358888656,0.0129924703042118
