,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.0019397281129030423,0.0001570522842307523,0.0001570522842307523
StaticXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.00021218287122257907
GrowingRandomForestClassifier,0.28973706282213696,0.00015526747185868903,0.00015615798169106888
GrowingXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.0003810584520506864
UniformRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
UniformXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
