,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
NormalXGBClassifier,0.0014988733371516757,0.0001570522842307523,0.0001570522842307523
WeightedRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
WeightedXGBClassifier,0.0031970994479345533,0.0001570522842307523,0.0001570522842307523
PURandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
PUXGBClassifier,0.939742989577122,0.0001570522842307523,0.0001570522842307523
