,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.5967012167293555,0.17361733442493982,0.112410584655364
StaticXGBClassifier,0.005158957570721308,0.7623688184698474,0.005158957570721308
GrowingRandomForestClassifier,0.8205958397554376,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.0001570522842307523,0.012611144099313912,0.0001570522842307523
UniformRandomForestClassifier,0.5967012167293555,0.17361733442493982,0.13057001811573685
UniformXGBClassifier,0.005158957570721308,0.7054569861112774,0.005158957570721308
