,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.6501474440948594,0.17361733442493982,0.13057001811573685
StaticXGBClassifier,0.008150971593502705,0.7623688184698474,0.008150971593502705
GrowingRandomForestClassifier,0.8205958397554376,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.0001570522842307523,0.013983257746930603,0.0001570522842307523
UniformRandomForestClassifier,0.6501474440948594,0.17361733442493982,0.13057001811573685
UniformXGBClassifier,0.008150971593502705,0.7054569861112774,0.008150971593502705
