,StaticvsGrowing,StaticvsUniform,GrowingvsUniform
NormalRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
NormalXGBClassifier,0.0001570522842307523,0.00021218287122257907,0.0001570522842307523
WeightedRandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
WeightedXGBClassifier,0.0001570522842307523,0.0005065414846922935,0.0001570522842307523
PURandomForestClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
PUXGBClassifier,0.0001570522842307523,0.0001570522842307523,0.0001570522842307523
