,NormalvsWeighted,NormalvsPU,WeightedvsPU
StaticRandomForestClassifier,0.5967012167293555,0.22647606604348455,0.13057001811573685
StaticXGBClassifier,0.006501702373081832,0.8205958397554376,0.004071994217732751
GrowingRandomForestClassifier,0.40567889528505463,0.0001570522842307523,0.0001570522842307523
GrowingXGBClassifier,0.0001570522842307523,0.012611144099313912,0.0001570522842307523
UniformRandomForestClassifier,0.5967012167293555,0.19876460637323198,0.13057001811573685
UniformXGBClassifier,0.006501702373081832,0.8205958397554376,0.008150971593502705
